rowguid,ModifiedDate
{FFAA9A38F91F42BEA0F4AF8547BF8359},20171213 13:33:13.380000000
{0A5459332D8641DDA2B4FEA8C8D4B323},20171213 13:33:13.490000000
{BE6FDC11E009466CA8FAAB377CD4C763},20171213 13:33:13.537000000
{AF2B18014B6C4D828B610FDD1829D7F7},20171213 13:33:13.600000000
{39F44A78E076434EAE024A090A44944D},20171213 13:33:13.647000000
{BFC6EAF5D13A4880979BAC5E2CA11A46},20171213 13:33:13.710000000
{CE004D711F864E2AA0AF89C127BA0B15},20171213 13:33:13.770000000
{88CE73330B46432390F3D6C652545C37},20171213 13:33:13.820000000
{63E74E36F872427D9FE3A825F93C5BAD},20171213 13:33:13.880000000
{3A887D58AD0449FAB7C39DBBFF33529F},20171213 13:33:13.927000000
{228C6B0EFD964621A53E47C401C5BBB2},20171213 13:33:13.990000000
{73C6C5621C1F4B418F6F7F1B04D6B788},20171213 13:33:14.053000000
{64FE57ABB5AB4FD79BBF6D2BD550FFD2},20171213 13:33:14.100000000
{AE76141B9BC74513ACD848C8C715E08A},20171213 13:33:14.177000000
{FA33F8D4870E487DA1FA72287F6BF311},20171213 13:33:14.223000000
{2F9079C37986440398DBFE3E49E4300C},20171213 13:33:14.287000000
{07C8AE6E19E942CA8BDD287DE366A044},20171213 13:33:14.350000000
{36E8D188B21B4D81A6EB64E8898C99F6},20171213 13:33:14.397000000
{82088B0E48D14355A1B9843408435F50},20171213 13:33:14.460000000
{00A6D153B93F49A0A967ADFE645279C2},20171213 13:33:14.520000000
{26B76AE028984E23816BFCE89CD38A67},20171213 13:33:15.163000000
{5B65A3725F3A4A89A802DB2A6CC65DAB},20171213 13:33:15.223000000
{D6B805825B094A78817864BC133E497E},20171213 13:33:15.270000000
{3EB5ED8C9E7D4BCABDD50335665FB615},20171213 13:33:15.350000000
{993B1F2AEA2541E09E499E805A6AC76D},20171213 13:33:15.397000000
{0112C41595B44F65807876092E524EDC},20171213 13:33:15.460000000
{E80799B117F94E0F994F9D5C8F546F28},20171213 13:33:15.507000000
{76864E2037964886B4D8822FC194FD4F},20171213 13:33:15.570000000
{D0886E99BC304639ABAB618142643AA2},20171213 13:33:15.617000000
{6495B615BE644BB0BA630644D57BF7FE},20171213 13:33:15.677000000
{AB3B093F7B254CC09D0D6349913DB06B},20171213 13:33:15.740000000
{C0B2228A8E9F4C90BBA0658BA2A0681E},20171213 13:33:15.787000000
{E210813867D0423CB897F49CC97E2582},20171213 13:33:15.850000000
{0EF3433F363B47AD86D6A2D4FD634FAA},20171213 13:33:15.897000000
{AE2F0702C88742AEAF621F815E7AC72B},20171213 13:33:15.960000000
{58E879925D3B44F68B3FA3AADD6BA401},20171213 13:33:16.020000000
{E1DDF452A99C47C3BD133A6AF54C20A7},20171213 13:33:16.070000000
{2D38B6FEEF4B423E82FC6A96CDDB985A},20171213 13:33:16.130000000
{B73642148E4649F0990D856C15B561D6},20171213 13:33:16.193000000
{2A7E00207C214A15BB6F66F7B0EF3B4E},20171213 13:33:16.240000000
{BEA8D00F0F6448EDAA9CC9826D0056F1},20171213 13:33:16.303000000
{FBD90FD9C583412AB4B50628505A94BD},20171213 13:33:16.367000000
{697DE966706443ADADA976CA18E68E0D},20171213 13:33:16.427000000
{8C4E822AC3C94098908EDEE756D5B476},20171213 13:33:16.490000000
{6E22954A5A4141ED9762DC324B03D082},20171213 13:33:16.570000000
{4F3672B82F1B4F7A8240D58D63DC6D7A},20171213 13:33:16.630000000
{1B113DFEA8AD47DB88A3C5A8A3271C70},20171213 13:33:16.677000000
{BAA2A5336C0F4D4DA79724DD2A1BBA3D},20171213 13:33:16.740000000
{AE912C7AD9DD47E0B7B3471318DEA99E},20171213 13:33:16.803000000
{84AA0A98A49E4A16A056F5E4FDEDF922},20171213 13:33:16.850000000
{7ED3848ABE134D9BA057E5B1B37C4DCB},20171213 13:33:16.913000000
{CD4504EA632E4BB2A4CF2DB32ADD9F2C},20171213 13:33:16.973000000
{A3F4E4FA7BB5452AAB1061588FFC008A},20171213 13:33:17.037000000
{8625EA3F35F44AC48E492F568ECE72BC},20171213 13:33:17.100000000
{0DC0167AAFDB4C6EB735D69213E4EB0F},20171213 13:33:17.147000000
{6CD5995FBF8B48699CE618CAD275603C},20171213 13:33:17.210000000
{35E6351C6E4F45EF855D15E880156FED},20171213 13:33:17.270000000
{6A653A73CB644F02AFE671AD59FE1B91},20171213 13:33:17.333000000
{C2F954EDC9834971982776D86CD508EA},20171213 13:33:18.053000000
{3A74813725B646BC897DE933D8B35132},20171213 13:33:18.303000000
{8F044B4A777249358AB0333FEECD341B},20171213 13:33:18.350000000
{5A4813D8D71344609290349667AD3F67},20171213 13:33:18.413000000
{24548B0AC16E43638CAE5AD5D181AC86},20171213 13:33:18.473000000
{CD1529A8F8B54D14A2EF46DE99945316},20171213 13:33:18.520000000
{81AC5EB5A75D4A9CB1A8AD632F82C5B1},20171213 13:33:18.583000000
{4AD144F6CBF74B6192F8401C04AE5CED},20171213 13:33:18.647000000
{8D9468B187BB4799A5FA4CBE7EE39F50},20171213 13:33:18.693000000
{ACE22660DD034FC69D5182AE5F4062FA},20171213 13:33:18.757000000
{E0E6ACD33CB74162BDB441238809C555},20171213 13:33:18.803000000
{E09992E16D704B16B3EE7FDDCE679A28},20171213 13:33:18.867000000
{DE40A7C69A564814A97066E6F4ACFA68},20171213 13:33:18.913000000
{D9D7D78F96AC4993BF8490D12408D1CC},20171213 13:33:18.973000000
{9979243A56954DA4851F807F1AF7B961},20171213 13:33:19.037000000
{3F5219525EE944A99BED34D58FE075C7},20171213 13:33:19.083000000
{9241B2E48A8E409AA57CFB17CAB08600},20171213 13:33:19.147000000
{858EA0E4A36243DF882218C3A13CC5D9},20171213 13:33:19.210000000
{7BA7EB6E055A4D98A75144EB74A39860},20171213 13:33:19.270000000
{B7A8E3B214C24B60B4DCC024F95B1052},20171213 13:33:19.320000000
{F17926F087844C14B8D6C321A357970F},20171213 13:33:19.380000000
{3026C8CB6FB143F0832FEA3A3839B96D},20171213 13:33:19.443000000
{752B7101227D469AB53A2B31BC9F39A1},20171213 13:33:19.507000000
{E87A03148A34493D8EAB302B5124C788},20171213 13:33:19.553000000
{FB677A0E2B8B47F88C49C1303C7ED0E7},20171213 13:33:19.617000000
{C285846B8FDA4ADCB325F04724BB51ED},20171213 13:33:19.677000000
{CC380AD835244A28AED4E1BBFB1F9BC1},20171213 13:33:19.740000000
{862CCD508EEB4D54805883661DB031E7},20171213 13:33:19.787000000
{9A249AD31E0B4AB78BB8A6C3F9A6C905},20171213 13:33:19.850000000
{03C621E6748E4387A5F527A2E3FBC1DD},20171213 13:33:19.913000000
{E51DF9414B2D4C55B20A6DC949615911},20171213 13:33:19.960000000
{E79C0962DF804359B977018A6A933914},20171213 13:33:20.020000000
{D8898AC9296A4A5C9749045E58B984F7},20171213 13:33:20.070000000
{3D5EDD2EBF6349B1A6F3049DE5B1AF93},20171213 13:33:20.130000000
{8DA2E0DF84324A0091187EC7F4F5FCC9},20171213 13:33:20.193000000
{18F2DB7A1FA24EA887306FB60FE73F2F},20171213 13:33:20.240000000
{B0372F24346143B18282B6289439EEA9},20171213 13:33:20.303000000
{75448DB6998E4539A3E09A6E48E4A7BB},20171213 13:33:20.367000000
{E57C4E6FED9F44C48A959A318ED033C3},20171213 13:33:20.413000000
{C914D755B37142F5BF339D79BFD434CD},20171213 13:33:20.473000000
{1D7AB8E30E844C89B19166C442BCFDD6},20171213 13:33:20.553000000
{030C96CB9539446E889BD1648BBE2022},20171213 13:33:21.240000000
{F92D1550D3454A97BB9CB9C56D9CBC1E},20171213 13:33:21.473000000
{19BB92DF162742059D4801458EE569A1},20171213 13:33:21.600000000
{CD106F4AAB4846FE96C0D1E90649DE88},20171213 13:33:21.677000000
{033F743179644AC1B1C23C049381F439},20171213 13:33:21.723000000
{7C2B2FCE51934205A2DF9860038CC014},20171213 13:33:21.787000000
{097F63DC699643D193460D942CF8B812},20171213 13:33:21.833000000
{B084C8D5B7DF4B7BA523D354EA98D470},20171213 13:33:21.897000000
{29D1EC8DCD8A4F69BF49B87D6C381F1C},20171213 13:33:21.960000000
{ACEF5A295A1C47A7B6A31B63B21CF370},20171213 13:33:22.007000000
{AD06DB743F1B473C9BAFC103CCC9F12B},20171213 13:33:22.070000000
{5D1D8950D58B4BFE9BACF797DA56D10D},20171213 13:33:22.117000000
{926DE745ACD84B7B9C8837D2347A51ED},20171213 13:33:22.177000000
{ABB29D7EE5EF454ABAD32EC6218C2583},20171213 13:33:22.240000000
{9E9C7E1D48F047D8BE20472D6DA704EE},20171213 13:33:22.303000000
{AC79DE3B21E2488E8B947E903754B65A},20171213 13:33:22.350000000
{68EEAD28889041B48657F807245C635A},20171213 13:33:22.413000000
{AE421136FB8B4C7298494F0CC8020053},20171213 13:33:22.460000000
{6EFE897B013448C394F723897A494B57},20171213 13:33:22.537000000
{54CF1412FD2A4432AEE49D24D73AB8D7},20171213 13:33:22.600000000
{6938C2CA193D480AB5FDB6425577ED8B},20171213 13:33:23.007000000
{38A955AF70F4469B873EFB8B5043A81D},20171213 13:33:23.350000000
{F162D79074FF4B16A5196D26E208B041},20171213 13:33:23.413000000
{BFC6CFDB1A3B4B86B337779E0E1A1581},20171213 13:33:23.460000000
{A8E003E759C649E8BE5C6B83C52367ED},20171213 13:33:23.520000000
{525B48C9396249C7919E1B06359EC343},20171213 13:33:23.583000000
{DFA78E7E8F4848AE91ACD71473885A8A},20171213 13:33:23.647000000
{498D076DDEFC4F2B928530A911FF9BFD},20171213 13:33:23.693000000
{47D769AD022040E598FCD54245306DD6},20171213 13:33:23.757000000
{A2BCE7CE0812424C9F34EFE0FA04266F},20171213 13:33:23.803000000
{3D8A1C07FF7F40B2984F8D1242BBF1FB},20171213 13:33:23.867000000
{CE37240AE4C54E23B6911AB6CA9B4A86},20171213 13:33:23.927000000
{C59F0BBDF118490BBE1B59F8964AECA7},20171213 13:33:23.973000000
{D849D5B317344AC3B7A073B4FF777A61},20171213 13:33:24.037000000
{6942EFEE93474BA2AA113237AC3508E1},20171213 13:33:24.083000000
{E8070CE8F07A4E13AB7022514D81B164},20171213 13:33:24.147000000
{2BCDA4266F19438ABA957BDF10E2D7BF},20171213 13:33:24.210000000
{FF4F3EE179C547F3BD3B4495FB48EB19},20171213 13:33:24.270000000
{15668E63E1864EAFA42B65B10DD82554},20171213 13:33:24.320000000
{B231885E82934F78B8C2EB2FF85CAA73},20171213 13:33:24.380000000
{3C3EEAA12B734607941B129A68F8B8FE},20171213 13:33:24.427000000
{6E18AF1FE2584C73AC660E2FA0885176},20171213 13:33:24.490000000
{30EEDD7431E645339DB90D7A092812FA},20171213 13:33:24.553000000
{67B8461A156E44F2880BAAA4467E282B},20171213 13:33:24.600000000
{421D082476A94D189B0CC5790A057B13},20171213 13:33:24.677000000
{38B07A4428264F4A8C0FD8722AAA3D42},20171213 13:33:24.723000000
{E794738CF1774D709EE9467AAB77ED2E},20171213 13:33:24.787000000
{1D0EE33CD723411DB3F67A1A635C6D6D},20171213 13:33:24.833000000
{DDE57551A14E410182ED60784FD54FBC},20171213 13:33:24.897000000
{88F85F2C318548D68C937406A3BF28B0},20171213 13:33:24.943000000
{115EE1429B464FFB95664EF0E77A1687},20171213 13:33:25.007000000
{9C36E671201C487796F2A3DA1D5EFA9E},20171213 13:33:25.070000000
{2656EEB347AF41ECA1F089C642022131},20171213 13:33:25.117000000
{B0A79796E8584B0A8519CEB28D7F20FB},20171213 13:33:25.177000000
{B653000F421C4134B66EEA0C2F71729E},20171213 13:33:25.240000000
{F808714ECB574FC192847F5E59E3637D},20171213 13:33:25.287000000
{8379915C61DF4D44AE3C66C68A9EC6DF},20171213 13:33:25.350000000
{F5D3869D413743948513D13B8C7273E5},20171213 13:33:25.397000000
{93CF79A67DD248D2B5131206542B1817},20171213 13:33:25.460000000
{794F9923E763415DBBD4542C9D711D78},20171213 13:33:25.520000000
{7D8B50CF23BD49D0805C58512E9EE90A},20171213 13:33:26.223000000
{2A630A8946234DEFADFE545F812DFF30},20171213 13:33:26.380000000
{8ABB5EEC02A44E0EA0BB765648FFCDF2},20171213 13:33:26.443000000
{340470C737C84A26BB698ABC4D11C8DB},20171213 13:33:26.490000000
{C4409052459D4BCC80651707E97A8BD1},20171213 13:33:26.553000000
{D2785468D95A4C33B21A5F5DA344F1A0},20171213 13:33:26.617000000
{40D41E96A1444E85B0CAAE272AFCEFD3},20171213 13:33:26.677000000
{956E4A874DD64F36ABED46C7EC633896},20171213 13:33:26.740000000
{1A7F03DE46AA4B3C8684C20A7CD5A9A9},20171213 13:33:26.803000000
{2B8EC3D305284B859237B067E531E012},20171213 13:33:26.850000000
{D86FF4C961B94CDEA7F42DB2FC31B0BF},20171213 13:33:26.913000000
{2D7F13D85F6D4994AC3005A929E4D61D},20171213 13:33:26.960000000
{0712573078974A668576690C4E3ADDBB},20171213 13:33:27.020000000
{CF1B741181644DA9B8A8D4B29F3F2012},20171213 13:33:27.083000000
{DA01FE283DFE447DBE13B9BB83DDCB17},20171213 13:33:27.130000000
{779C13E1CEE84CA7B772C6585BF14113},20171213 13:33:27.193000000
{3968D138B12B46BF9124DED01A82DBF5},20171213 13:33:27.257000000
{265F217FEA3F426D90D6C5EAF9031087},20171213 13:33:27.320000000
{78F476FA78A94699A917A82F31D7F34C},20171213 13:33:27.367000000
{C43CBF63C89E4917810022D606EF3A95},20171213 13:33:27.427000000
{BACF914299EB4090AF8548C1BB7C9BF3},20171213 13:33:27.473000000
{8CBF587DCB2E48288F614B20C3979C41},20171213 13:33:27.537000000
{32F315F66C4A44C79DF96F5641ED89B5},20171213 13:33:27.600000000
{43A9CD125F12444392ECACFB2DCA8D82},20171213 13:33:27.647000000
{E19109BDC17A4CD38F70C143AAA2AA42},20171213 13:33:27.710000000
{FF6E903168B34690A71B0E15847B2DE2},20171213 13:33:27.757000000
{41F57059FD9E49F4B21C71E10E5A3C96},20171213 13:33:27.820000000
{E8002A30276A4DFAA4F5445078EE1B82},20171213 13:33:27.867000000
{DD98B3AD007C464EA517009DA67ACF0D},20171213 13:33:27.927000000
{77666F9E86DD408EBB3B370FCD70C477},20171213 13:33:27.990000000
{9A8D47644ED043228629CD882E8F3C01},20171213 13:33:28.037000000
{03B2A3F533E04897A39511B61D13E97D},20171213 13:33:28.100000000
{6FB380AC6A34428FAF3109F7416315B2},20171213 13:33:28.163000000
{077419CEB34D423AB397328910FC2A8C},20171213 13:33:28.210000000
{591817F4700C40578C707809AEF01F56},20171213 13:33:28.270000000
{A6E990587FCC415AA974A6ED6BE9397C},20171213 13:33:28.333000000
{D62C03A79DC44A289B11A55169325F10},20171213 13:33:28.397000000
{6CDF517826204440902CD00EFE5E1575},20171213 13:33:28.460000000
{F83B6431377746D9BB35D1B55AD60157},20171213 13:33:28.507000000
{6CE5E6A6618A4A5A8AEED71B04580DF0},20171213 13:33:28.570000000
{97A9560AC59948ECBD4EE4858311D9A7},20171213 13:33:28.617000000
{0C082F5216554E33AF0BDEB66A09AA4A},20171213 13:33:28.677000000
{CCB7FF3E9FD74CCFA9D0D8C890A449F9},20171213 13:33:28.740000000
{0153A6F4E06E417B8F9653457A1C8C52},20171213 13:33:28.803000000
{11D4C60DCF724FD9BA25F580D433DF41},20171213 13:33:29.570000000
{D297A5677C78440EA556D783F176A4B4},20171213 13:33:29.710000000
{8105F18EE0B647F982B13C22050279F2},20171213 13:33:29.820000000
{6279C437FBB0447F855D34B677D99833},20171213 13:33:29.897000000
{53EDD05544054812A250E0ABD1D5076A},20171213 13:33:29.960000000
{08F2050C2C8D471CB1903801FF577A37},20171213 13:33:30.020000000
{355C75CBC8CB4916926D21B0AD194EA6},20171213 13:33:30.083000000
{D6E5BEC8413549709A390B933CF41C0B},20171213 13:33:30.147000000
{0D1F84B1A3FE4CCF92E609A5806D93AA},20171213 13:33:30.210000000
{2677173EA8B04996A50BDD05930B5475},20171213 13:33:30.270000000
{35D9264409734F73968527BC9C417584},20171213 13:33:30.320000000
{C36C7F01D1F34E4C91741751372AE3A7},20171213 13:33:30.380000000
{9BBC4239D46140CD8547446E7B0B13AF},20171213 13:33:30.443000000
{EC83917B3168404EAE5B58F350AD4322},20171213 13:33:30.490000000
{ECAA2080A76F44CCB4E83E84B7E12347},20171213 13:33:30.553000000
{254559C430E040A8A0753271E9F96C7B},20171213 13:33:30.600000000
{53DDF380F03F429CA6BB6BC2F2077F4E},20171213 13:33:30.663000000
{273199905CE7491E97A74846292C39A1},20171213 13:33:30.740000000
{EF3081EFB312484185A90776B5BE18E0},20171213 13:33:30.787000000
{6E2CED15851949EA8694E359689622D4},20171213 13:33:30.850000000
{ED6103B729D141FFA8F922A1E1B08292},20171213 13:33:30.897000000
{A73FFCC5A22346E1B8DA32B70BD26111},20171213 13:33:30.960000000
{C9974683342C42DEAEF73F5F2458FEAB},20171213 13:33:31.020000000
{2B54337591794779962ED99600EA868D},20171213 13:33:31.083000000
{0BE6853721D04DBD9A0600E524CD6A5B},20171213 13:33:31.130000000
{DC330E7C280F42D0A93F9E7C9049B635},20171213 13:33:31.193000000
{15A6359CB46F49859D5E485B5F30C0D7},20171213 13:33:31.257000000
{A18A870B643E49EA8B17B0A7E86F7235},20171213 13:33:31.320000000
{2F2B767B4E9341DF9E8B763AC82BA175},20171213 13:33:31.367000000
{74E1417FE1C342F89FB4014C5882F967},20171213 13:33:31.427000000
{571D74030F0D4794A18F568CDFFEAEEA},20171213 13:33:31.473000000
{0BCE5CB0C9974706A3FC91A12E1F4857},20171213 13:33:31.537000000
{038D748D330C4014911D4F1BBEB5802A},20171213 13:33:31.583000000
{D6D3683311C74523A06D2780995D1965},20171213 13:33:31.647000000
{42C1FFD6FC1D46DDAA11C373AF3E3C3F},20171213 13:33:31.710000000
{8A9E14DE82274C65A24285DDD2F733FA},20171213 13:33:31.757000000
{7D4C30FE522D4015AD44CE9605CF40A2},20171213 13:33:31.820000000
{3A35CA22EC154E1C8359DE5B0425785C},20171213 13:33:31.867000000
{8101CEAC4F9946488FEAFFB0894A5B39},20171213 13:33:31.927000000
{3F103527150E423B9BC94BA572639A1E},20171213 13:33:31.990000000
{882B4D9730244DA4AF1FDE6E07023E2E},20171213 13:33:32.037000000
{FD638EB11CF84A72A8C7E5CEB265AA8D},20171213 13:33:32.100000000
{2188949E315C49FE8CA95844E7476F01},20171213 13:33:32.163000000
{B6D90433F2D54DB5BE3BD4AAE33EF55B},20171213 13:33:32.223000000
{9AF12711A17F40DDA5C29359FAD89C38},20171213 13:33:32.270000000
{9302E0AC3F1A481FB95134DB2257850C},20171213 13:33:32.333000000
{8BDEFB1AFD96497C846CB90C0E80D5C8},20171213 13:33:32.380000000
{636EDE65520D44D68887A5B5AD8946C8},20171213 13:33:32.443000000
{A8F8487C11CE425A8E3C9FE4DE648C92},20171213 13:33:32.507000000
{263E28C04FAC47EB811E0C15442ABED7},20171213 13:33:32.553000000
{FF00CFAC250D4905A0C740DCAC08BDD4},20171213 13:33:32.617000000
{AE37B576891C4FDEB94B1515E4C283D5},20171213 13:33:32.663000000
{94E95578F00F4317B9165BF0E14AB612},20171213 13:33:32.723000000
{D74B75B42D8E45138B19CBCAC5695F5D},20171213 13:33:32.787000000
{B57DA258755548B5ACDB18D5962F6DE6},20171213 13:33:32.833000000
{9062ECF6104F4D20A5267C8602A3123A},20171213 13:33:32.897000000
{896366B0BFAF472B8EBC9AA16CC4797C},20171213 13:33:32.943000000
{B9A3FC30A17D40959B7A415545D5715C},20171213 13:33:33.007000000
{D215DDD58F2A4F72AA5113934DD4125D},20171213 13:33:33.740000000
{C4BD0DD90ACA4E45A8F1A047AB930264},20171213 13:33:33.863000000
{6683EE86BFEA4063988408A651734098},20171213 13:33:34.007000000
{2EAE7913FFA8452AA597252B92E1A957},20171213 13:33:34.223000000
{B1908B55570849F5A033349DCA711E38},20171213 13:33:34.270000000
{65239DF599F148DFAECD956CDAA62C88},20171213 13:33:34.333000000
{05EA01C00C1642CBA46695D6B62EB725},20171213 13:33:34.397000000
{80A39D62E28B43DA83D60D159D467B63},20171213 13:33:34.443000000
{9EE2F048DBAD492987888D233212BCDE},20171213 13:33:34.507000000
{D19A5A9C3B8B455DA23847615965B437},20171213 13:33:34.567000000
{9EBB4CBDD25B48549A0E7428A030529D},20171213 13:33:34.613000000
{A5188BE29EC645E3AFA8878ED8FB30B3},20171213 13:33:34.677000000
{9D21EB7BF3284532AC26FC73000B5672},20171213 13:33:34.723000000
{6C49678781884ED58832E3F04CEFFB5F},20171213 13:33:34.787000000
{656128F143354D2BA709C41FE59F761B},20171213 13:33:34.833000000
{F6E43F89C0B945FEB17211FCA100485E},20171213 13:33:34.910000000
{F6FFF38D72764476A2F94018A4B70427},20171213 13:33:34.960000000
{37AB8A47035D4D6CAF6C38FBA0DA4EF2},20171213 13:33:35.020000000
{5D96883DA52940B1887F2C3EB0D4DA84},20171213 13:33:35.083000000
{F6275033987041C9860CB84B976CA412},20171213 13:33:35.147000000
{6C23B61ADDEB4C0FA34573754591DC04},20171213 13:33:35.193000000
{6C0E57A2BECC4E48A5EE826FA079A28E},20171213 13:33:35.257000000
{7A51B7C9023E4037BA7064938E845B6E},20171213 13:33:35.317000000
{512314E2259B4298A7BB6AEAD02C84AE},20171213 13:33:35.363000000
{317C1BEE6B364D6ABB3E55D03F9763C2},20171213 13:33:35.427000000
{DB621C23647D461ABB057B4B644255EC},20171213 13:33:35.473000000
{C8244160288B4062B40078D1D69F405D},20171213 13:33:35.537000000
{9E9469686EC7474DBD008C60A5EF2909},20171213 13:33:35.600000000
{9133712ABC6B4EA683C22ACB4FA3192C},20171213 13:33:35.647000000
{86075B5D82B04A339C4BA693C44FB95C},20171213 13:33:35.710000000
{1A5E450D2D6547B7BEE105D9FF8D10DD},20171213 13:33:35.757000000
{F398639366B044C1B8339AA17AC5AF5F},20171213 13:33:35.817000000
{BB6FA5C8439840ADAE665C262C2F1FB4},20171213 13:33:35.880000000
{5A4A6E9ACF0849248682C657DCDAAC33},20171213 13:33:35.927000000
{71D83732CAF04A0BAB4C223F93055B08},20171213 13:33:35.990000000
{98A2FC1F974942A1BC03D81744B96AAD},20171213 13:33:36.037000000
{B0255CDD6A8F46B4B36AFD4FA998A1F5},20171213 13:33:36.100000000
{28CE32C884F143DEA15ED657F878819C},20171213 13:33:36.160000000
{8F442CE974014D0BB776F7E96A41C36F},20171213 13:33:36.223000000
{540E9CC2E56A48D18036EDBBFFE62853},20171213 13:33:36.287000000
{1023E935B4B54229A867421D440A642C},20171213 13:33:36.350000000
{BB600311219E4967992C80E343297A44},20171213 13:33:37.083000000
{89C6F39D4C574BC984E3E9302756DA47},20171213 13:33:37.300000000
{109E7101618B48DB8EA1C0CCAD2F3415},20171213 13:33:37.350000000
{45797E641A844FD5B6B85829D45250A3},20171213 13:33:37.427000000
{71DCECC42E9942D39E0DC010E869AD12},20171213 13:33:37.473000000
{C77B5296AAA44451AE3543C87D93CD87},20171213 13:33:37.537000000
{5EE5F6DEF3F54FA38E3CC1E4CCA708B8},20171213 13:33:37.583000000
{9D6A4DF3A59A4F15B29EEE8BF4BFAA57},20171213 13:33:37.647000000
{1EE38869217C4900B7B8C22EA1980772},20171213 13:33:37.710000000
{D3D28AAE426F4328A77C03B7AD5C8BD9},20171213 13:33:37.757000000
{00FB24EB8A824E8CA1DE880D4A5F1690},20171213 13:33:37.817000000
{713C71A3EBDB46BEAD4316B55A8D50AE},20171213 13:33:37.863000000
{06D5FC4E81BE4534808EE2B781A16E2F},20171213 13:33:37.927000000
{D630DAAA42B44BCAAF00BF8CB0A040F6},20171213 13:33:38.193000000
{F2CC9A1C72074D79920A178DAF23B105},20171213 13:33:38.287000000
{08BA127B44CD48D1BBB16892881CDF85},20171213 13:33:38.350000000
{C66566457AC84F36A67085B489CA6A69},20171213 13:33:38.397000000
{368AF90590A64442A8C3DBA8674AC049},20171213 13:33:38.473000000
{7F83C92A8B4540999139AA5DB1FBE7AF},20171213 13:33:38.520000000
{A89F2270EB5D451C81EB668BAFB357DE},20171213 13:33:38.583000000
{BD23371962B54A26B256A46148BFF14C},20171213 13:33:38.647000000
{E5DA7AE713244B5ABD6BC46BA18A5426},20171213 13:33:38.710000000
{69890C17CDF5490D885381822E476811},20171213 13:33:39.380000000
{E7E9E421C8664961B9E7014382EFBE18},20171213 13:33:39.443000000
{301351C4B1DF42CDA3D97B8E393B665C},20171213 13:33:39.507000000
{A60A7FA70AE8422C9014764CEE1295E8},20171213 13:33:39.553000000
{CB62C80FB751475FAB201E556798F4F6},20171213 13:33:39.617000000
{4BBD95D1934E47B98CCF65FA8A25C199},20171213 13:33:39.663000000
{0F7FF87069874F86ABBF20E4C735075D},20171213 13:33:39.723000000
{0AE4CA08D0D2484DABF9EC3D350A1A5E},20171213 13:33:39.787000000
{DD68BDC7B1FA4C6A923846797F820CED},20171213 13:33:39.850000000
{385A8D6BBB124D83BDB7776410EC62AE},20171213 13:33:39.913000000
{1EC750913BF14D02849AF51E7BE051CF},20171213 13:33:39.960000000
{6AC375B8B3D54FDEBCE089370967D610},20171213 13:33:40.020000000
{AFC7228C861B4A79B233E901A20B8ADD},20171213 13:33:40.070000000
{6EE375DDBBEA4719B55EEA1B8E5266DC},20171213 13:33:40.130000000
{5391ED73A2EB440E90E7903E890151EA},20171213 13:33:40.193000000
{C89D3A4496C4412E9883D20FDB67FDD5},20171213 13:33:40.240000000
{1F203C091F1B47E69EAFE2B37B580ECF},20171213 13:33:40.303000000
{F473CE56A7C24409B2D2F85C37CA4E76},20171213 13:33:40.367000000
{1264CDEB9B0E4E9F96843926D0D5E864},20171213 13:33:40.413000000
{54B2F725BB2E45E2AD03F8D336024D5F},20171213 13:33:40.473000000
{3E646960CCFD485BBC9B29855FE9AF91},20171213 13:33:40.520000000
{EC5955AA3A1747B88F0783FBA03D0181},20171213 13:33:40.583000000
{454476F4E3C04CDD948CFD5D339A84DA},20171213 13:33:40.647000000
{ECE8C91C3B004987803CE979ACCB4E53},20171213 13:33:40.693000000
{6696AADBC3BE4040AC8495F180D97CF9},20171213 13:33:40.757000000
{E2FC93AE020F4ED692E419FCCAAF4047},20171213 13:33:40.803000000
{97922DDB1C5641E1849C05408D779BCF},20171213 13:33:40.867000000
{EC1F17AC9D5840068A63182FFA4113DC},20171213 13:33:40.927000000
{05C6446231C74FBFB473C01FC6B2BB41},20171213 13:33:40.990000000
{4F95FCD5965043478ED0E4C8FB5B7615},20171213 13:33:41.037000000
{11E7A4655F7848C38CDD3D4B983C201A},20171213 13:33:41.100000000
{B38B370C4DDE496CA439256D9495A3D7},20171213 13:33:41.163000000
{638FF847AE6A499F8E369E9CB16E285C},20171213 13:33:41.210000000
{980A1FC1CCF34254B87B911859D39BA7},20171213 13:33:41.270000000
{6D3A64FE24644D19A1B835566A64BC80},20171213 13:33:41.333000000
{761D6A59E2D24DFC8D67BFC35BD0DF62},20171213 13:33:41.380000000
{77C6E7C102124FFF9EEFB200CF80F9EB},20171213 13:33:41.443000000
{FB3CC6933D484B4DAAD4D2D62FDC2C7B},20171213 13:33:42.177000000
{5A38BE6E73C846C1A0F7EFACE2B4B2C4},20171213 13:33:42.427000000
{3FA6A143D72A46EFA8EB348016AE03C2},20171213 13:33:42.490000000
{87BA87971F1B497EB28DD211EBDDFECB},20171213 13:33:42.553000000
{0756BE97C05E4ED6A097BFA66A6028C1},20171213 13:33:42.600000000
{FF08381E2030449D822C56103A6FC732},20171213 13:33:42.663000000
{C9FE06E190FA4570806033D861828335},20171213 13:33:42.723000000
{8BFB819460B546D88335EBBC97108229},20171213 13:33:42.770000000
{C2C3D9BBACEB4B71A73074351E572F50},20171213 13:33:42.833000000
